y,x,frame,t,vial,w1118,m,2,1
58.11,54.95,0,0.0,1,w1118,m,2,
41.29,65.92,0,0.0,1,w1118,m,2,
19.53,93.32,0,0.0,1,w1118,m,2,
19.47,50.97,0,0.0,1,w1118,m,2,
19.03,79.64,0,0.0,1,w1118,m,2,
17.44,101.91,0,0.0,1,w1118,m,2,
11.44,39.95,0,0.0,1,w1118,m,2,
11.18,72.08,0,0.0,1,w1118,m,2,
10.11,93.77,0,0.0,1,w1118,m,2,
60.12,54.7,1,0.04,1,w1118,m,2,
44.15,65.93,1,0.04,1,w1118,m,2,
25.85,93.78,1,0.04,1,w1118,m,2,
23.05,50.67,1,0.04,1,w1118,m,2,
18.3,77.57,1,0.04,1,w1118,m,2,
17.38,102.85,1,0.04,1,w1118,m,2,
12.01,38.74,1,0.04,1,w1118,m,2,
11.11,69.09,1,0.04,1,w1118,m,2,
10.23,94.72,1,0.04,1,w1118,m,2,
9.12,77.89,1,0.04,1,w1118,m,2,
63.04,54.91,2,0.08,1,w1118,m,2,
50.93,66.53,2,0.08,1,w1118,m,2,
28.93,94.16,2,0.08,1,w1118,m,2,
26.11,50.07,2,0.08,1,w1118,m,2,
18.7,78.01,2,0.08,1,w1118,m,2,
17.29,105.01,2,0.08,1,w1118,m,2,
13.11,38.16,2,0.08,1,w1118,m,2,
11.42,68.01,2,0.08,1,w1118,m,2,
10.23,94.79,2,0.08,1,w1118,m,2,
10.01,76.04,2,0.08,1,w1118,m,2,
8.62,104.77,2,0.08,1,w1118,m,2,
65.12,55.05,3,0.12,1,w1118,m,2,
50.95,67.0,3,0.12,1,w1118,m,2,
30.77,94.35,3,0.12,1,w1118,m,2,
28.1,50.08,3,0.12,1,w1118,m,2,
18.68,77.94,3,0.12,1,w1118,m,2,
17.2,105.9,3,0.12,1,w1118,m,2,
12.94,37.77,3,0.12,1,w1118,m,2,
10.96,64.96,3,0.12,1,w1118,m,2,
10.24,74.24,3,0.12,1,w1118,m,2,
9.45,96.18,3,0.12,1,w1118,m,2,
67.16,55.22,4,0.16,1,w1118,m,2,
50.13,66.8,4,0.16,1,w1118,m,2,
32.6,50.01,4,0.16,1,w1118,m,2,
27.33,93.6,4,0.16,1,w1118,m,2,
19.23,78.07,4,0.16,1,w1118,m,2,
13.22,37.25,4,0.16,1,w1118,m,2,
10.08,60.88,4,0.16,1,w1118,m,2,
9.88,74.39,4,0.16,1,w1118,m,2,
8.82,98.71,4,0.16,1,w1118,m,2,
1.69,38.05,4,0.16,1,w1118,m,2,
71.08,54.74,5,0.2,1,w1118,m,2,
52.18,66.72,5,0.2,1,w1118,m,2,
34.91,49.97,5,0.2,1,w1118,m,2,
29.24,93.15,5,0.2,1,w1118,m,2,
19.31,78.27,5,0.2,1,w1118,m,2,
14.02,37.28,5,0.2,1,w1118,m,2,
10.25,74.23,5,0.2,1,w1118,m,2,
10.04,56.89,5,0.2,1,w1118,m,2,
8.49,99.03,5,0.2,1,w1118,m,2,
74.06,54.91,6,0.24,1,w1118,m,2,
54.22,66.94,6,0.24,1,w1118,m,2,
37.78,51.01,6,0.24,1,w1118,m,2,
32.13,93.17,6,0.24,1,w1118,m,2,
25.9,78.69,6,0.24,1,w1118,m,2,
18.8,36.65,6,0.24,1,w1118,m,2,
10.17,75.03,6,0.24,1,w1118,m,2,
9.86,53.88,6,0.24,1,w1118,m,2,
8.81,100.65,6,0.24,1,w1118,m,2,
77.02,54.68,7,0.28,1,w1118,m,2,
55.24,67.15,7,0.28,1,w1118,m,2,
37.16,50.94,7,0.28,1,w1118,m,2,
33.16,93.01,7,0.28,1,w1118,m,2,
25.12,78.59,7,0.28,1,w1118,m,2,
19.26,36.14,7,0.28,1,w1118,m,2,
10.15,74.33,7,0.28,1,w1118,m,2,
8.8,49.12,7,0.28,1,w1118,m,2,
8.27,100.9,7,0.28,1,w1118,m,2,
2.98,108.18,7,0.28,1,w1118,m,2,
75.28,54.14,8,0.32,1,w1118,m,2,
57.16,67.22,8,0.32,1,w1118,m,2,
40.21,51.83,8,0.32,1,w1118,m,2,
33.23,92.98,8,0.32,1,w1118,m,2,
23.44,78.69,8,0.32,1,w1118,m,2,
20.07,36.12,8,0.32,1,w1118,m,2,
9.96,74.31,8,0.32,1,w1118,m,2,
8.36,46.07,8,0.32,1,w1118,m,2,
7.85,101.86,8,0.32,1,w1118,m,2,
81.99,54.21,9,0.36,1,w1118,m,2,
58.22,67.18,9,0.36,1,w1118,m,2,
42.21,52.76,9,0.36,1,w1118,m,2,
39.85,92.83,9,0.36,1,w1118,m,2,
28.09,78.85,9,0.36,1,w1118,m,2,
20.21,36.03,9,0.36,1,w1118,m,2,
10.22,75.06,9,0.36,1,w1118,m,2,
7.96,103.66,9,0.36,1,w1118,m,2,
7.91,41.3,9,0.36,1,w1118,m,2,
83.08,53.97,10,0.4,1,w1118,m,2,
60.26,67.75,10,0.4,1,w1118,m,2,
45.21,52.78,10,0.4,1,w1118,m,2,
40.85,92.83,10,0.4,1,w1118,m,2,
27.37,79.02,10,0.4,1,w1118,m,2,
20.32,35.93,10,0.4,1,w1118,m,2,
10.11,75.08,10,0.4,1,w1118,m,2,
8.03,105.61,10,0.4,1,w1118,m,2,
7.3,39.21,10,0.4,1,w1118,m,2,
0.0,42.81,10,0.4,1,w1118,m,2,
82.25,53.39,11,0.44,1,w1118,m,2,
62.0,68.23,11,0.44,1,w1118,m,2,
49.15,53.95,11,0.44,1,w1118,m,2,
39.12,92.23,11,0.44,1,w1118,m,2,
29.24,78.78,11,0.44,1,w1118,m,2,
20.52,35.94,11,0.44,1,w1118,m,2,
12.09,107.06,11,0.44,1,w1118,m,2,
9.02,74.27,11,0.44,1,w1118,m,2,
6.4,36.32,11,0.44,1,w1118,m,2,
85.18,53.11,12,0.48,1,w1118,m,2,
67.77,70.01,12,0.48,1,w1118,m,2,
51.12,55.0,12,0.48,1,w1118,m,2,
43.71,92.73,12,0.48,1,w1118,m,2,
36.94,78.8,12,0.48,1,w1118,m,2,
21.28,35.4,12,0.48,1,w1118,m,2,
11.48,106.9,12,0.48,1,w1118,m,2,
9.04,73.28,12,0.48,1,w1118,m,2,
6.17,34.32,12,0.48,1,w1118,m,2,
88.16,53.17,13,0.52,1,w1118,m,2,
68.14,70.06,13,0.52,1,w1118,m,2,
53.15,55.04,13,0.52,1,w1118,m,2,
42.12,92.21,13,0.52,1,w1118,m,2,
37.17,78.93,13,0.52,1,w1118,m,2,
22.22,35.03,13,0.52,1,w1118,m,2,
11.35,106.69,13,0.52,1,w1118,m,2,
9.0,73.13,13,0.52,1,w1118,m,2,
6.08,34.09,13,0.52,1,w1118,m,2,
3.25,107.79,13,0.52,1,w1118,m,2,
90.14,52.91,14,0.56,1,w1118,m,2,
69.17,70.02,14,0.56,1,w1118,m,2,
56.22,56.0,14,0.56,1,w1118,m,2,
41.34,91.85,14,0.56,1,w1118,m,2,
38.27,78.85,14,0.56,1,w1118,m,2,
24.22,35.0,14,0.56,1,w1118,m,2,
11.02,106.76,14,0.56,1,w1118,m,2,
8.35,72.16,14,0.56,1,w1118,m,2,
5.51,33.81,14,0.56,1,w1118,m,2,
91.26,52.38,15,0.6,1,w1118,m,2,
71.93,70.94,15,0.6,1,w1118,m,2,
58.16,56.99,15,0.6,1,w1118,m,2,
44.14,91.98,15,0.6,1,w1118,m,2,
40.29,77.99,15,0.6,1,w1118,m,2,
25.27,34.7,15,0.6,1,w1118,m,2,
10.78,106.78,15,0.6,1,w1118,m,2,
7.83,72.04,15,0.6,1,w1118,m,2,
4.96,32.97,15,0.6,1,w1118,m,2,
94.07,52.12,16,0.64,1,w1118,m,2,
73.9,71.76,16,0.64,1,w1118,m,2,
60.16,57.84,16,0.64,1,w1118,m,2,
47.79,78.1,16,0.64,1,w1118,m,2,
45.21,91.89,16,0.64,1,w1118,m,2,
26.3,34.31,16,0.64,1,w1118,m,2,
10.69,106.74,16,0.64,1,w1118,m,2,
7.84,72.45,16,0.64,1,w1118,m,2,
5.5,34.17,16,0.64,1,w1118,m,2,
96.18,52.31,17,0.68,1,w1118,m,2,
75.01,72.11,17,0.68,1,w1118,m,2,
62.19,57.8,17,0.68,1,w1118,m,2,
50.11,77.91,17,0.68,1,w1118,m,2,
50.1,92.22,17,0.68,1,w1118,m,2,
27.41,34.38,17,0.68,1,w1118,m,2,
10.64,106.37,17,0.68,1,w1118,m,2,
7.74,73.01,17,0.68,1,w1118,m,2,
5.51,34.91,17,0.68,1,w1118,m,2,
98.22,52.09,18,0.72,1,w1118,m,2,
77.66,72.81,18,0.72,1,w1118,m,2,
64.22,58.22,18,0.72,1,w1118,m,2,
52.94,92.23,18,0.72,1,w1118,m,2,
52.1,77.29,18,0.72,1,w1118,m,2,
29.24,33.82,18,0.72,1,w1118,m,2,
10.62,107.06,18,0.72,1,w1118,m,2,
7.42,74.09,18,0.72,1,w1118,m,2,
5.27,34.75,18,0.72,1,w1118,m,2,
100.19,51.6,19,0.76,1,w1118,m,2,
78.69,72.8,19,0.76,1,w1118,m,2,
66.22,58.8,19,0.76,1,w1118,m,2,
54.85,91.99,19,0.76,1,w1118,m,2,
54.08,77.28,19,0.76,1,w1118,m,2,
31.82,33.22,19,0.76,1,w1118,m,2,
10.45,107.0,19,0.76,1,w1118,m,2,
7.32,75.17,19,0.76,1,w1118,m,2,
5.29,34.24,19,0.76,1,w1118,m,2,
2.44,107.09,19,0.76,1,w1118,m,2,
102.2,51.43,20,0.8,1,w1118,m,2,
80.66,73.21,20,0.8,1,w1118,m,2,
68.16,59.11,20,0.8,1,w1118,m,2,
56.82,91.81,20,0.8,1,w1118,m,2,
55.12,77.24,20,0.8,1,w1118,m,2,
32.13,33.11,20,0.8,1,w1118,m,2,
10.35,107.09,20,0.8,1,w1118,m,2,
7.28,75.4,20,0.8,1,w1118,m,2,
5.27,34.01,20,0.8,1,w1118,m,2,
104.16,51.24,21,0.84,1,w1118,m,2,
79.08,73.03,21,0.84,1,w1118,m,2,
70.2,59.07,21,0.84,1,w1118,m,2,
58.87,92.03,21,0.84,1,w1118,m,2,
57.11,77.21,21,0.84,1,w1118,m,2,
33.17,32.76,21,0.84,1,w1118,m,2,
10.4,107.13,21,0.84,1,w1118,m,2,
7.27,77.15,21,0.84,1,w1118,m,2,
5.26,33.7,21,0.84,1,w1118,m,2,
2.34,107.08,21,0.84,1,w1118,m,2,
106.18,50.42,22,0.88,1,w1118,m,2,
80.14,73.1,22,0.88,1,w1118,m,2,
73.13,59.16,22,0.88,1,w1118,m,2,
58.17,76.94,22,0.88,1,w1118,m,2,
55.3,91.79,22,0.88,1,w1118,m,2,
34.95,32.31,22,0.88,1,w1118,m,2,
17.55,111.05,22,0.88,1,w1118,m,2,
10.65,106.15,22,0.88,1,w1118,m,2,
7.22,78.27,22,0.88,1,w1118,m,2,
5.31,33.17,22,0.88,1,w1118,m,2,
2.29,107.93,22,0.88,1,w1118,m,2,
108.16,50.02,23,0.92,1,w1118,m,2,
82.13,74.02,23,0.92,1,w1118,m,2,
74.1,59.35,23,0.92,1,w1118,m,2,
63.85,76.18,23,0.92,1,w1118,m,2,
57.25,91.79,23,0.92,1,w1118,m,2,
35.13,32.21,23,0.92,1,w1118,m,2,
18.3,111.25,23,0.92,1,w1118,m,2,
10.21,104.91,23,0.92,1,w1118,m,2,
7.31,79.15,23,0.92,1,w1118,m,2,
5.33,33.03,23,0.92,1,w1118,m,2,
2.41,107.84,23,0.92,1,w1118,m,2,
110.18,49.78,24,0.96,1,w1118,m,2,
84.14,73.97,24,0.96,1,w1118,m,2,
75.29,58.87,24,0.96,1,w1118,m,2,
62.23,76.65,24,0.96,1,w1118,m,2,
59.14,92.02,24,0.96,1,w1118,m,2,
36.05,31.95,24,0.96,1,w1118,m,2,
18.43,111.29,24,0.96,1,w1118,m,2,
10.13,104.78,24,0.96,1,w1118,m,2,
7.19,82.01,24,0.96,1,w1118,m,2,
5.41,32.89,24,0.96,1,w1118,m,2,
2.37,106.94,24,0.96,1,w1118,m,2,
112.22,49.78,25,1.0,1,w1118,m,2,
85.17,74.3,25,1.0,1,w1118,m,2,
77.19,58.32,25,1.0,1,w1118,m,2,
64.28,76.33,25,1.0,1,w1118,m,2,
60.17,91.99,25,1.0,1,w1118,m,2,
36.27,31.84,25,1.0,1,w1118,m,2,
18.61,111.63,25,1.0,1,w1118,m,2,
10.09,104.04,25,1.0,1,w1118,m,2,
7.51,83.05,25,1.0,1,w1118,m,2,
6.64,32.91,25,1.0,1,w1118,m,2,
2.24,106.09,25,1.0,1,w1118,m,2,
114.17,49.07,26,1.04,1,w1118,m,2,
89.89,75.88,26,1.04,1,w1118,m,2,
82.6,57.25,26,1.04,1,w1118,m,2,
66.29,76.35,26,1.04,1,w1118,m,2,
63.14,92.27,26,1.04,1,w1118,m,2,
37.23,31.66,26,1.04,1,w1118,m,2,
19.31,111.42,26,1.04,1,w1118,m,2,
9.92,103.95,26,1.04,1,w1118,m,2,
8.73,32.96,26,1.04,1,w1118,m,2,
8.05,85.02,26,1.04,1,w1118,m,2,
2.17,105.96,26,1.04,1,w1118,m,2,
116.16,48.91,27,1.08,1,w1118,m,2,
87.11,75.13,27,1.08,1,w1118,m,2,
83.88,56.15,27,1.08,1,w1118,m,2,
69.16,76.06,27,1.08,1,w1118,m,2,
65.13,92.25,27,1.08,1,w1118,m,2,
39.03,31.25,27,1.08,1,w1118,m,2,
25.18,112.23,27,1.08,1,w1118,m,2,
9.87,33.65,27,1.08,1,w1118,m,2,
9.63,103.83,27,1.08,1,w1118,m,2,
8.19,86.97,27,1.08,1,w1118,m,2,
117.22,48.71,28,1.12,1,w1118,m,2,
88.22,75.24,28,1.12,1,w1118,m,2,
85.04,54.96,28,1.12,1,w1118,m,2,
71.24,75.84,28,1.12,1,w1118,m,2,
69.86,92.84,28,1.12,1,w1118,m,2,
40.1,31.2,28,1.12,1,w1118,m,2,
26.19,112.41,28,1.12,1,w1118,m,2,
11.67,34.01,28,1.12,1,w1118,m,2,
9.53,102.88,28,1.12,1,w1118,m,2,
8.07,87.11,28,1.12,1,w1118,m,2,
119.23,48.23,29,1.16,1,w1118,m,2,
89.14,75.28,29,1.16,1,w1118,m,2,
88.74,52.99,29,1.16,1,w1118,m,2,
73.25,75.57,29,1.16,1,w1118,m,2,
69.12,92.27,29,1.16,1,w1118,m,2,
40.27,30.88,29,1.16,1,w1118,m,2,
28.17,112.42,29,1.16,1,w1118,m,2,
11.16,33.93,29,1.16,1,w1118,m,2,
9.27,101.68,29,1.16,1,w1118,m,2,
8.21,88.15,29,1.16,1,w1118,m,2,
121.23,47.41,30,1.2,1,w1118,m,2,
90.45,75.15,30,1.2,1,w1118,m,2,
90.02,52.88,30,1.2,1,w1118,m,2,
75.25,75.3,30,1.2,1,w1118,m,2,
73.08,92.74,30,1.2,1,w1118,m,2,
41.16,30.74,30,1.2,1,w1118,m,2,
31.13,112.43,30,1.2,1,w1118,m,2,
11.26,34.04,30,1.2,1,w1118,m,2,
9.19,98.05,30,1.2,1,w1118,m,2,
8.14,88.34,30,1.2,1,w1118,m,2,
123.24,47.17,31,1.24,1,w1118,m,2,
92.66,50.34,31,1.24,1,w1118,m,2,
92.37,75.96,31,1.24,1,w1118,m,2,
78.17,75.61,31,1.24,1,w1118,m,2,
72.26,92.66,31,1.24,1,w1118,m,2,
42.29,30.12,31,1.24,1,w1118,m,2,
34.01,113.03,31,1.24,1,w1118,m,2,
12.13,34.28,31,1.24,1,w1118,m,2,
9.19,91.96,31,1.24,1,w1118,m,2,
125.18,46.99,32,1.28,1,w1118,m,2,
94.28,76.71,32,1.28,1,w1118,m,2,
93.13,49.92,32,1.28,1,w1118,m,2,
79.21,75.63,32,1.28,1,w1118,m,2,
76.15,92.19,32,1.28,1,w1118,m,2,
44.12,30.04,32,1.28,1,w1118,m,2,
35.05,113.08,32,1.28,1,w1118,m,2,
13.26,35.33,32,1.28,1,w1118,m,2,
9.17,92.01,32,1.28,1,w1118,m,2,
127.24,46.77,33,1.32,1,w1118,m,2,
96.19,76.96,33,1.32,1,w1118,m,2,
96.11,49.09,33,1.32,1,w1118,m,2,
81.38,75.18,33,1.32,1,w1118,m,2,
77.15,92.18,33,1.32,1,w1118,m,2,
45.12,29.54,33,1.32,1,w1118,m,2,
36.13,113.28,33,1.32,1,w1118,m,2,
19.1,37.45,33,1.32,1,w1118,m,2,
9.39,90.29,33,1.32,1,w1118,m,2,
129.14,45.94,34,1.36,1,w1118,m,2,
98.17,48.01,34,1.36,1,w1118,m,2,
97.12,77.1,34,1.36,1,w1118,m,2,
83.25,75.63,34,1.36,1,w1118,m,2,
79.15,92.19,34,1.36,1,w1118,m,2,
45.95,29.32,34,1.36,1,w1118,m,2,
38.09,112.94,34,1.36,1,w1118,m,2,
19.47,38.57,34,1.36,1,w1118,m,2,
9.07,90.07,34,1.36,1,w1118,m,2,
131.13,45.75,35,1.4,1,w1118,m,2,
98.32,77.14,35,1.4,1,w1118,m,2,
98.17,47.79,35,1.4,1,w1118,m,2,
85.17,76.32,35,1.4,1,w1118,m,2,
81.16,92.23,35,1.4,1,w1118,m,2,
46.88,29.13,35,1.4,1,w1118,m,2,
40.12,113.28,35,1.4,1,w1118,m,2,
20.05,39.16,35,1.4,1,w1118,m,2,
8.98,89.1,35,1.4,1,w1118,m,2,
132.16,45.63,36,1.44,1,w1118,m,2,
101.13,79.0,36,1.44,1,w1118,m,2,
99.38,46.72,36,1.44,1,w1118,m,2,
85.21,76.85,36,1.44,1,w1118,m,2,
83.14,92.03,36,1.44,1,w1118,m,2,
47.23,29.01,36,1.44,1,w1118,m,2,
41.14,113.27,36,1.44,1,w1118,m,2,
19.46,39.14,36,1.44,1,w1118,m,2,
8.86,87.08,36,1.44,1,w1118,m,2,
134.12,44.96,37,1.48,1,w1118,m,2,
105.69,45.12,37,1.48,1,w1118,m,2,
102.33,79.96,37,1.48,1,w1118,m,2,
86.35,77.17,37,1.48,1,w1118,m,2,
84.16,92.26,37,1.48,1,w1118,m,2,
48.17,28.79,37,1.48,1,w1118,m,2,
44.14,113.22,37,1.48,1,w1118,m,2,
20.43,39.83,37,1.48,1,w1118,m,2,
8.27,84.96,37,1.48,1,w1118,m,2,
135.14,44.75,38,1.52,1,w1118,m,2,
105.93,45.17,38,1.52,1,w1118,m,2,
104.35,80.81,38,1.52,1,w1118,m,2,
88.22,77.73,38,1.52,1,w1118,m,2,
86.14,92.05,38,1.52,1,w1118,m,2,
49.11,28.55,38,1.52,1,w1118,m,2,
46.09,112.97,38,1.52,1,w1118,m,2,
20.67,39.99,38,1.52,1,w1118,m,2,
10.48,91.89,38,1.52,1,w1118,m,2,
7.33,83.67,38,1.52,1,w1118,m,2,
136.26,44.62,39,1.56,1,w1118,m,2,
107.01,45.25,39,1.56,1,w1118,m,2,
105.38,81.17,39,1.56,1,w1118,m,2,
89.2,78.11,39,1.56,1,w1118,m,2,
88.11,92.1,39,1.56,1,w1118,m,2,
50.15,28.24,39,1.56,1,w1118,m,2,
45.22,113.26,39,1.56,1,w1118,m,2,
23.33,42.02,39,1.56,1,w1118,m,2,
10.91,92.02,39,1.56,1,w1118,m,2,
7.96,79.17,39,1.56,1,w1118,m,2,
139.14,44.21,40,1.6,1,w1118,m,2,
108.11,82.19,40,1.6,1,w1118,m,2,
107.02,45.25,40,1.6,1,w1118,m,2,
91.36,78.7,40,1.6,1,w1118,m,2,
89.13,91.79,40,1.6,1,w1118,m,2,
50.27,28.16,40,1.6,1,w1118,m,2,
47.2,113.03,40,1.6,1,w1118,m,2,
24.44,42.31,40,1.6,1,w1118,m,2,
11.16,92.18,40,1.6,1,w1118,m,2,
7.37,76.12,40,1.6,1,w1118,m,2,
140.27,43.73,41,1.64,1,w1118,m,2,
109.19,83.12,41,1.64,1,w1118,m,2,
107.82,45.14,41,1.64,1,w1118,m,2,
93.19,79.13,41,1.64,1,w1118,m,2,
89.1,91.42,41,1.64,1,w1118,m,2,
52.13,28.14,41,1.64,1,w1118,m,2,
48.27,113.11,41,1.64,1,w1118,m,2,
28.07,44.14,41,1.64,1,w1118,m,2,
11.48,92.3,41,1.64,1,w1118,m,2,
6.9,73.16,41,1.64,1,w1118,m,2,
141.3,42.96,42,1.68,1,w1118,m,2,
110.28,84.24,42,1.68,1,w1118,m,2,
107.95,45.19,42,1.68,1,w1118,m,2,
95.3,79.73,42,1.68,1,w1118,m,2,
91.13,91.23,42,1.68,1,w1118,m,2,
54.02,112.2,42,1.68,1,w1118,m,2,
53.28,27.72,42,1.68,1,w1118,m,2,
30.09,45.21,42,1.68,1,w1118,m,2,
12.03,92.88,42,1.68,1,w1118,m,2,
6.42,73.89,42,1.68,1,w1118,m,2,
144.14,42.27,43,1.72,1,w1118,m,2,
112.15,85.13,43,1.72,1,w1118,m,2,
105.39,45.33,43,1.72,1,w1118,m,2,
97.32,79.71,43,1.72,1,w1118,m,2,
90.28,90.95,43,1.72,1,w1118,m,2,
54.26,27.29,43,1.72,1,w1118,m,2,
52.29,112.85,43,1.72,1,w1118,m,2,
31.22,45.24,43,1.72,1,w1118,m,2,
12.28,93.89,43,1.72,1,w1118,m,2,
5.89,72.01,43,1.72,1,w1118,m,2,
144.33,42.22,44,1.76,1,w1118,m,2,
114.04,86.14,44,1.76,1,w1118,m,2,
111.13,45.89,44,1.76,1,w1118,m,2,
103.68,78.86,44,1.76,1,w1118,m,2,
95.12,90.99,44,1.76,1,w1118,m,2,
55.27,27.29,44,1.76,1,w1118,m,2,
54.23,112.81,44,1.76,1,w1118,m,2,
34.3,46.73,44,1.76,1,w1118,m,2,
12.61,95.05,44,1.76,1,w1118,m,2,
5.41,71.17,44,1.76,1,w1118,m,2,
146.19,41.33,45,1.8,1,w1118,m,2,
115.19,87.03,45,1.8,1,w1118,m,2,
114.08,45.8,45,1.8,1,w1118,m,2,
100.43,78.98,45,1.8,1,w1118,m,2,
94.26,90.72,45,1.8,1,w1118,m,2,
59.1,112.31,45,1.8,1,w1118,m,2,
56.29,27.13,45,1.8,1,w1118,m,2,
35.25,47.09,45,1.8,1,w1118,m,2,
12.96,96.03,45,1.8,1,w1118,m,2,
5.35,71.19,45,1.8,1,w1118,m,2,
147.17,40.89,46,1.84,1,w1118,m,2,
117.09,45.69,46,1.84,1,w1118,m,2,
116.51,88.06,46,1.84,1,w1118,m,2,
103.29,77.81,46,1.84,1,w1118,m,2,
100.79,90.78,46,1.84,1,w1118,m,2,
61.96,112.32,46,1.84,1,w1118,m,2,
57.18,27.29,46,1.84,1,w1118,m,2,
41.86,49.77,46,1.84,1,w1118,m,2,
13.17,96.86,46,1.84,1,w1118,m,2,
5.29,71.22,46,1.84,1,w1118,m,2,
148.23,40.71,47,1.88,1,w1118,m,2,
120.98,45.96,47,1.88,1,w1118,m,2,
118.31,88.97,47,1.88,1,w1118,m,2,
105.44,77.49,47,1.88,1,w1118,m,2,
102.86,90.82,47,1.88,1,w1118,m,2,
